ddb6bdbc879c1d8d6acb04f5fea1a9d4	white plains	NY	US	https://seg.sharethis.com/getSegment.php?purl=https%3A%2F%2Fsecure.celebritycruises.com%2Fspecials%2Flimited-time-offers-overview%3FallowMobile%3Dy%26ecid%3Dem_20976768%26rid%3D179277343%26mes%3DCelebrity%2520Exciting%2520Deals%2520102715%2520CVP%26emsc%3DCCVPASSUS0000EM%26empf%3DY%26emct%3DC%26lnkid%3DSPECIALS&jsref=&rnd=1446063352047	10/28/15	20:15:56 GMT	1102	2015-10-28 20:15:56 GMT	322	2015-10-28 20:15:56 GMT	319	2015-10-28 20:15:56 GMT	1098	2015-10-28 20:15:56 GMT	316	2015-10-28 20:15:56 GMT	1110	2015-10-28 20:15:56 GMT	1112	2015-10-28 20:15:56 GMT	310	2015-10-28 20:15:56 GMT	1107	2015-10-28 20:15:56 GMT	1443	2015-10-28 20:15:56 GMT	1115	2015-10-28 20:15:56 GMT
e05d947fff036d5214f66f52492546d4	claymont	DE	US	http://seg.sharethis.com/getSegment.php?purl=http%3A%2F%2Fwww.celebritycruises.com%2Fdestinations%2Feurope&jsref=http%3A%2F%2Fwww.celebritycruises.com%2F&rnd=1446082585673	10/29/15	01:36:14 GMT	1102	2015-10-29 01:36:14 GMT	322	2015-10-29 01:36:14 GMT	996	2015-10-29 01:36:14 GMT	1103	2015-10-29 01:36:14 GMT	1104	2015-10-29 01:36:14 GMT	1282	2015-10-29 01:36:14 GMT	1105	2015-10-29 01:36:14 GMT	1098	2015-10-29 01:36:14 GMT	318	2015-10-29 01:36:14 GMT	1100	2015-10-29 01:36:14 GMT	316	2015-10-29 01:36:14 GMT
e1efa507c37c1810f81e8d0dfa5bceb6	bozeman	MT	US	http://seg.sharethis.com/getSegment.php?purl=http%3A%2F%2Fwww.celebritycruises.com%2Fhtmlpage%2Ffree-upgrade-offer%3Fcid%3Ddi_mest_fb_pgrdyr_1510_carr_spst_us_1481&jsref=&rnd=1446105467638	10/29/15	07:57:49 GMT	1102	2015-10-29 07:57:49 GMT	1104	2015-10-29 07:57:49 GMT	319	2015-10-29 07:57:49 GMT	1098	2015-10-29 07:57:49 GMT	316	2015-10-29 07:57:49 GMT	1110	2015-10-29 07:57:49 GMT	1112	2015-10-29 07:57:49 GMT	1107	2015-10-29 07:57:49 GMT	313	2015-10-29 07:57:49 GMT	1443	2015-10-29 07:57:49 GMT	1115	2015-10-29 07:57:49 GMT
ca284ad2245b53b521646dd32b08d7dd	dallas	TX	US	http://seg.sharethis.com/getSegment.php?purl=http%3A%2F%2Fwww.celebritycruises.com%2Fdestinations&jsref=&rnd=1446077336256	10/29/15	00:09:0 GMT	22880	2015-10-29 00:09:0 GMT	1102	2015-10-29 00:09:0 GMT	322	2015-10-29 00:09:0 GMT	319	2015-10-29 00:09:0 GMT	1283	2015-10-29 00:09:0 GMT	1104	2015-10-29 00:09:0 GMT	1098	2015-10-29 00:09:0 GMT	1110	2015-10-29 00:09:0 GMT	1112	2015-10-29 00:09:0 GMT	1107	2015-10-29 00:09:0 GMT	31752	2015-10-29 00:09:0 GMT
864117cdc0024b5ef9d2c9cc977218e3	broadway	NJ	US	http://www.forbes.com/sites/celebritycruises/	10/28/15	23:27:23 GMT	21408	2015-10-28 23:27:23 GMT	2	2015-10-28 23:27:23 GMT																		
16e3faf8ba53d7959b94687b3ac554d1	cornelius	NC	US	https://seg.sharethis.com/getSegment.php?purl=https%3A%2F%2Fsecure.celebritycruises.com%2Fspecials%2Flimited-time-offers-overview%3FallowMobile%3Dy%26ecid%3Dem_20976768%26rid%3D144351389%26mes%3DCelebrity%2520Exciting%2520Deals%2520102715%2520CVP%26emsc%3DCCVPASSUS0000EM%26empf%3DY%26emct%3DE%26lnkid%3DSPECIALS&jsref=&rnd=1446073439491	10/28/15	23:04:3 GMT	1102	2015-10-28 23:04:3 GMT	1098	2015-10-28 23:04:3 GMT	318	2015-10-28 23:04:3 GMT	1110	2015-10-28 23:04:3 GMT	306	2015-10-28 23:04:3 GMT	1107	2015-10-28 23:04:3 GMT	2790	2015-10-28 23:04:3 GMT	1443	2015-10-28 23:04:3 GMT	1115	2015-10-28 23:04:3 GMT	1481	2015-10-28 23:04:3 GMT	1118	2015-10-28 23:04:3 GMT
7b81db7dce40536fcb5302b937acc7eb	brooklyn	NY	US	http://www.forbes.com/sites/celebritycruises/	10/29/15	15:10:55 GMT	1102	2015-10-29 15:10:55 GMT	1115	2015-10-29 15:10:55 GMT	1481	2015-10-29 15:10:55 GMT	21408	2015-10-29 15:10:55 GMT	1098	2015-10-29 15:10:55 GMT	1110	2015-10-29 15:10:55 GMT	1112	2015-10-29 15:10:55 GMT	5725	2015-10-29 15:10:55 GMT	2	2015-10-29 15:10:55 GMT				
6a3a6cbe26eb24113a26781b4710cc2c	brooklyn	NY	US	http://seg.sharethis.com/getSegment.php?purl=http%3A%2F%2Fwww.celebritycruises.com%2Fdestinations%2Falaska&jsref=http%3A%2F%2Fwww.google.com%2F&rnd=1446136586063	10/29/15	16:36:31 GMT	2790	2015-10-29 16:36:31 GMT	7719	2015-10-29 16:36:31 GMT	320	2015-10-29 16:36:31 GMT	6612	2015-10-29 16:36:31 GMT	1120	2015-10-29 16:36:31 GMT	1438	2015-10-29 16:36:31 GMT	306	2015-10-29 16:36:31 GMT	5725	2015-10-29 16:36:31 GMT	1440	2015-10-29 16:36:31 GMT	1113	2015-10-29 16:36:31 GMT	25	2015-10-29 16:36:31 GMT
cdecbba91c1a4ea0ee622e85103fc51a	springfield	MA	US	http://seg.sharethis.com/getSegment.php?purl=http%3A%2F%2Fwww.celebritycruises.com%2Fhtmlpage%2Ffree-upgrade-offer%3Fcid%3Ddi_mest_fb_pgrdyr_1510_carr_spst_us_1481&jsref=&rnd=1446142945248	10/29/15	18:22:18 GMT	1102	2015-10-29 18:22:18 GMT	1117	2015-10-29 18:22:18 GMT	1115	2015-10-29 18:22:18 GMT	319	2015-10-29 18:22:18 GMT	312	2015-10-29 18:22:18 GMT	320	2015-10-29 18:22:18 GMT	1481	2015-10-29 18:22:18 GMT	1098	2015-10-29 18:22:18 GMT	1101	2015-10-29 18:22:18 GMT	316	2015-10-29 18:22:18 GMT	1110	2015-10-29 18:22:18 GMT
a7d4bae1a2c4e1df8c699dc7ad400333	burbank	CA	US	http://seg.sharethis.com/getSegment.php?purl=http%3A%2F%2Fwww.celebritycruises.com%2Fdestinations%2Ftransatlantic&jsref=&rnd=1446137595450	10/29/15	16:52:58 GMT	1102	2015-10-29 16:52:58 GMT	22880	2015-10-29 16:52:58 GMT	2790	2015-10-29 16:52:58 GMT	31753	2015-10-29 16:52:58 GMT	320	2015-10-29 16:52:58 GMT	1481	2015-10-29 16:52:58 GMT	1101	2015-10-29 16:52:58 GMT	1110	2015-10-29 16:52:58 GMT	5725	2015-10-29 16:52:58 GMT	309	2015-10-29 16:52:58 GMT		
