11542	2	8	5	0
11540	55	76	103	2
11541	25	29	39	1
11547	94	190	292	15
11544	449	669	1000	39
11545	32	56	73	3
11548	165	246	314	4
11549	321	477	686	19
344	15470	15273	18250	320
345	11383	11303	13996	259
346	110444	105598	123498	2268
347	34633	33174	38304	712
340	40468	38743	44718	803
341	33686	32100	37394	694
342	37365	36050	41593	803
343	11992	11462	13335	265
348	37362	35812	42071	758
349	29331	27423	31795	560
12709	2	1	3	0
3236	1	0	0	0
298	44148	47288	58749	1085
296	8338	10451	15305	334
297	4585	5832	8857	208
294	6124	7851	11830	247
295	24443	29451	40863	813
293	75197	80282	97299	1823
290	14278	16533	21832	400
291	2599	2602	3126	61
278	234	310	395	7
279	43425	46085	59151	1087
9638	34424	31135	31840	602
9321	29	23	24	2
22879	35474	31067	23621	679
2638	50937	50192	56336	1033
5407	90751	87794	102024	1803
1437	6046	7049	10327	238
5405	130164	124672	144518	2583
1435	9	2	5	0
27506	1	1	0	0
5182	6295	6080	7630	122
5183	96841	92541	109565	1992
3205	59	87	92	0
5181	11016	10639	11671	217
1995	9	9	28	1
5187	68374	64587	65317	1243
5184	32756	34359	39724	674
3200	643	709	759	24
1999	100	107	135	2
1998	29	37	62	0
5188	9747	7733	8888	112
5189	3358	1912	2434	25
3209	29	50	40	0
3208	9	16	12	0
27508	7	5	17	0
14712	7	13	15	0
14714	1	0	1	0
1438	222058	211317	203437	3717
14716	4	8	15	0
14717	1	0	0	0
5408	55655	52490	59759	1055
1365	19	24	17	1
5450	11237	13164	17521	365
5451	23672	26053	33028	635
5452	25359	27068	34433	661
5453	30535	33545	42352	786
5454	67131	68675	84465	1529
5455	35525	37701	48790	926
511	100	153	135	3
1287	624	731	886	12
1281	11904	12119	19014	299
1280	18663	19740	23352	450
1283	13328	13593	21892	338
1282	20748	21196	25656	514
1289	7213	6938	7902	153
1288	241	227	376	6
516	28	32	24	1
459	7	5	10	0
12833	10	14	26	0
12832	5	2	7	0
12830	10	4	13	1
12837	46	84	108	4
12836	24	21	23	0
12835	8	10	9	0
12834	10	12	18	1
23613	487	422	531	7
23612	158	171	239	5
12839	18	30	33	1
12838	87	133	136	3
23616	386	295	247	11
23615	1946	1595	2078	45
23614	502	129	135	2
407	432	818	1698	60
1340	288	516	609	26
405	265	476	641	21
404	196	342	535	16
403	1124	1951	3189	109
402	125	139	115	2
